course_title,course_number,instructor,location,time,enrolled,book,course_url 
PHYE 30L - 01   Yoga I,20850,"Muldawer,D.A.",MW 08:30AM-10:00AM,STU: PE Activity Rm,12 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTAiO30%3D
PHYE 30L - 02   Yoga II,20851,"Leon,P.J.",MW 10:15AM-11:45AM,STU: PE Activity Rm,9 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030L__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTEiO30%3D
PHYE 30L - 03   Yoga I,20852,"Leon,P.J.",Cancelled Cancelled,STU: TBA,0 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030L__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTIiO30%3D
PHYE 30L - 04   Yoga III,20853,"Leon,P.J.",MW 03:15PM-04:45PM,STU: PE Activity Rm,9 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030L__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTMiO30%3D
PHYE 30L - 05   Yoga II,20854,"Bergland,V.M.",TuTh 10:00AM-11:30AM,STU: Martial Arts,11 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030L__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTQiO30%3D
PHYE 30L - 06   Yoga I,20870,"Bergland,V.M.",TuTh 08:30AM-10:00AM,STU: Martial Arts,12 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030L__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzAiO30%3D
PHYE 30L - 07   Yoga II,23378,"Bergland,V.M.",TuTh 03:00PM-04:30PM,STU: PE Activity Rm,4 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030L__07,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMzNzgiO30%3D
PHYE 30N - 01   Self-Defense Basics,20879,"Bergland,V.M.",TuTh 04:30PM-06:00PM,STU: Martial Arts,15 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__030N__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NzkiO30%3D
PHYE 43A - 01   Aikido I,20855,"Cochlin,R.V.",MW 08:30AM-10:00AM,STU: Martial Arts,6 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__043A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTUiO30%3D
PHYE 43A - 02   Aikido I,20856,"Peterson,R.E.",TuTh 01:00PM-02:30PM,STU: Martial Arts,7 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__043A__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTYiO30%3D
PHYE 43A - 03   Aikido II,20857,"Peterson,R.E.",MW 10:15AM-11:45AM,STU: Martial Arts,5 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__043A__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTciO30%3D
PHYE 43A - 04   Aikido II,20858,"Peterson,R.E.",TuTh 02:45PM-04:15PM,STU: Martial Arts,2 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__043A__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4NTgiO30%3D
PHYE 209B - 01   BegDinghySail,20885,"Peterson,R.E.",M 09:30AM-12:00PM,STU: Harbor,1 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYE__209B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA4ODUiO30%3D
PHYS 5A - 01   Intro Physics I,22287,"Cochlin,R.V.",MWF 04:00PM-05:05PM,LEC: Earth&Marine B206,123 of 268 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIyODciO30%3D
PHYS 5C - 01   Intro Physics III,22290,"Cochlin,R.V.",MWF 01:20PM-02:25PM,LEC: Thim Lecture 003,124 of 125 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIyOTAiO30%3D
PHYS 5D - 01   Intro Physics IV,22293,"Phillips,R.G.",MWF 02:40PM-03:45PM,LEC: Thim Lecture 003,134 of 200 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005D__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIyOTMiO30%3D
PHYS 5L - 01   Intro Phys I Lab,22296,"Phillips,R.G.",Tu 08:30AM-11:30AM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIyOTYiO30%3D
PHYS 5L - 02   Intro Phys I Lab,22297,"Phillips,R.G.",Tu 12:00PM-03:00PM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIyOTciO30%3D
PHYS 5L - 03   Intro Phys I Lab,22298,Staff,Tu 03:30PM-06:30PM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIyOTgiO30%3D
PHYS 5L - 04   Intro Phys I Lab,22299,"Bergland,V.M.",Tu 07:00PM-10:00PM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIyOTkiO30%3D
PHYS 5L - 05   Intro Phys I Lab,22300,"Cochlin,R.V.",W 08:30AM-11:30AM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDAiO30%3D
PHYS 5L - 06   Intro Phys I Lab,22301,"Mills,D.L.",W 12:00PM-03:00PM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDEiO30%3D
PHYS 5L - 07   Intro Phys I Lab,22302,"Mills,D.L.",W 06:00PM-09:00PM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__07,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDIiO30%3D
PHYS 5L - 08   Intro Phys I Lab,22303,"Mills,D.L.",Th 08:30AM-11:30AM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__08,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDMiO30%3D
PHYS 5L - 09   Intro Phys I Lab,22304,"Blaustein,K.M.",Th 12:00PM-03:00PM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__09,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDQiO30%3D
PHYS 5L - 10   Intro Phys I Lab,22305,"Blaustein,K.M.",Th 03:30PM-06:30PM,LAB: Thimann Lab 133,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__10,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDUiO30%3D
PHYS 5L - 11   Intro Phys I Lab,22306,Staff,Th 07:00PM-10:00PM,LAB: Thimann Lab 133,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005L__11,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDYiO30%3D
PHYS 5N - 01   Intro Phys III Lab,22307,"Strawhacker,D.F.",Tu 08:30AM-11:30AM,LAB: Thimann Lab 115,21 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005N__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDciO30%3D
PHYS 5N - 02   Intro Phys III Lab,22308,"Kent,T.",Tu 12:00PM-03:00PM,LAB: Thimann Lab 115,20 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005N__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDgiO30%3D
PHYS 5N - 03   Intro Phys III Lab,22309,"Kent,T.",Tu 03:30PM-06:30PM,LAB: Thimann Lab 115,22 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005N__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMDkiO30%3D
PHYS 5N - 04   Intro Phys III Lab,22310,"Meyer,J.J.",Tu 07:00PM-10:00PM,LAB: Thimann Lab 115,22 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005N__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMTAiO30%3D
PHYS 5N - 05   Intro Phys III Lab,23937,"Meyer,J.J.",W 08:30AM-11:30AM,LAB: Thimann Lab 115,21 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005N__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM5MzciO30%3D
PHYS 5N - 06   Intro Phys III Lab,24127,"Heikkinen,H.",W 03:30PM-06:30PM,LAB: Thimann Lab 115,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__005N__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxMjciO30%3D
PHYS 6A - 01   Intro Physics I,22311,"Cochlin,R.V.",MWF 08:00AM-09:05AM,LEC: Earth&Marine B206,208 of 225 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMTEiO30%3D
PHYS 6A - 02   Intro Physics I,22314,Staff,TBA To Be Arranged,LEC: Online,213 of 225 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006A__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMTQiO30%3D
PHYS 6C - 01   Intro Phys III,22317,"Blaustein,K.M.",MWF 09:20AM-10:25AM,LEC: Earth&Marine B206,260 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMTciO30%3D
PHYS 6L - 01   Intro Phys I Lab,22320,"Blaustein,K.M.",Tu 08:30AM-11:30AM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjAiO30%3D
PHYS 6L - 02   Intro Phys I Lab,22321,"Blaustein,K.M.",Tu 12:00PM-03:00PM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjEiO30%3D
PHYS 6L - 03   Intro Phys I Lab,22322,"Blaustein,K.M.",Tu 03:30PM-06:30PM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjIiO30%3D
PHYS 6L - 04   Intro Phys I Lab,22323,"Shibata,Y.",Tu 07:00PM-10:00PM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjMiO30%3D
PHYS 6L - 05   Intro Phys I Lab,22324,"Shibata,Y.",W 08:30AM-11:30AM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjQiO30%3D
PHYS 6L - 06   Intro Phys I Lab,22325,"Shibata,Y.",W 12:00PM-03:00PM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjUiO30%3D
PHYS 6L - 07   Intro Phys I Lab,22326,"Shibata,Y.",W 03:30PM-06:30PM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__07,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjYiO30%3D
PHYS 6L - 08   Intro Phys I Lab,22327,"Shibata,Y.",W 07:00PM-10:00PM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__08,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjciO30%3D
PHYS 6L - 09   Intro Phys I Lab,22328,Staff,Th 08:30AM-11:30AM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__09,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjgiO30%3D
PHYS 6L - 10   Intro Phys I Lab,22329,"Velasco Jr.,J.",Th 12:00PM-03:00PM,LAB: Thimann Lab 127,20 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__10,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMjkiO30%3D
PHYS 6L - 11   Intro Phys I Lab,22330,"Nielsen,J.A.",Th 03:30PM-06:30PM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__11,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzAiO30%3D
PHYS 6L - 12   Intro Phys I Lab,22331,"Jeltema,T.E.",Th 07:00PM-10:00PM,LAB: Thimann Lab 127,21 of 21 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__12,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzEiO30%3D
PHYS 6L - 13   Intro Phys I Lab,22332,Staff,Tu 08:30AM-11:30AM,LAB: Thimann Lab 397,19 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__13,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzIiO30%3D
PHYS 6L - 14   Intro Phys I Lab,22333,Staff,Tu 12:00PM-03:00PM,LAB: Thimann Lab 397,19 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__14,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzMiO30%3D
PHYS 6L - 15   Intro Phys I Lab,22334,Staff,Tu 03:30PM-06:30PM,LAB: Thimann Lab 397,19 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__15,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzQiO30%3D
PHYS 6L - 16   Intro Phys I Lab,22335,Staff,Tu 07:00PM-10:00PM,LAB: Thimann Lab 397,19 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__16,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzUiO30%3D
PHYS 6L - 17   Intro Phys I Lab,22336,Staff,W 12:00PM-03:00PM,LAB: Thimann Lab 397,19 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__17,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzYiO30%3D
PHYS 6L - 18   Intro Phys I Lab,22337,Staff,W 03:30PM-06:30PM,LAB: Thimann Lab 397,18 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__18,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzciO30%3D
PHYS 6L - 19   Intro Phys I Lab,22338,Staff,Th 08:30AM-11:30AM,LAB: Thimann Lab 397,17 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__19,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzgiO30%3D
PHYS 6L - 20   Intro Phys I Lab,22339,Staff,Th 12:00PM-03:00PM,LAB: Thimann Lab 397,18 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__20,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzMzkiO30%3D
PHYS 6L - 21   Intro Phys I Lab,22340,Staff,Th 03:30PM-06:30PM,LAB: Thimann Lab 397,19 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__21,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzNDAiO30%3D
PHYS 6L - 22   Intro Phys I Lab,23856,Staff,W 07:00PM-10:00PM,LAB: Thimann Lab 397,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__22,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM4NTYiO30%3D
PHYS 6L - 23   Intro Phys I Lab,23857,Staff,Th 07:00PM-10:00PM,LAB: Thimann Lab 397,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006L__23,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM4NTciO30%3D
PHYS 6N - 01   Intro Phys III Lab,22341,Staff,Tu 08:30AM-11:30AM,LAB: Thimann Lab 121,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006N__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzNDEiO30%3D
PHYS 6N - 02   Intro Phys III Lab,22342,Staff,Tu 12:00PM-03:00PM,LAB: Thimann Lab 121,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006N__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzNDIiO30%3D
PHYS 6N - 03   Intro Phys III Lab,22343,Staff,Tu 03:30PM-06:30PM,LAB: Thimann Lab 121,19 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006N__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzNDMiO30%3D
PHYS 6N - 04   Intro Phys III Lab,22344,Staff,Tu 07:00PM-10:00PM,LAB: Thimann Lab 121,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006N__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzNDQiO30%3D
PHYS 6N - 05   Intro Phys III Lab,22345,Staff,W 12:00PM-03:00PM,LAB: Thimann Lab 121,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__PHYS__006N__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzNDUiO30%3D
